	WORD	CEFR	CLUE
1922	måla	b1	['apply paint to; coat with paint', 'make a painting']
1923	målare	a1	['an artist who paints']
1924	måltid	c1	['the food served and eaten at one time']
1925	månad	a2	['a time unit of approximately 30 days', 'one of the twelve divisions of the calendar year']
1926	måne	b2	['the natural satellite of the Earth']
1927	mått	c1	['measuring instrument having a sequence of marks at regular intervals; used as a reference in making measurements']
1928	måtta	b1	['the boundary of a specific area', 'the greatest amount of something that is possible or allowed']
1929	måttband	b2	['measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths']
1930	möda	c1	['an effortful attempt to attain a goal']
1931	möjlig	c1	['existing in possibility']
1932	möjlighet	c1	['a possible alternative', 'a possibility due to a favorable combination of circumstances']
1933	mördare	b1	['a criminal who commits homicide (who performs the unlawful premeditated killing of another human being)']
1934	mörk	a2	['devoid of or deficient in light or brightness; shadowed or black']
1935	mörker	b2	['absence of light or illumination', 'total absence of light']
1936	mössa	c1	['a tight-fitting headdress']
1937	möta	c1	['collect in one place']
1938	möte	c1	['a casual or unexpected convergence']
1939	nackdel	c1	['the quality of having an inferior or less favorable position']
1940	nagel	b1	['horny plate covering and protecting part of the dorsal surface of the digits']
1941	namn	b2	['a language unit by which a person or thing is known']
1942	nationalism	b1	['love of country and willingness to sacrifice for it']
1943	nationalitet	a1	['people having common origins or traditions and often comprising a nation', 'the status of belonging to a particular nation by birth or naturalization']
1944	nationell	a2	['of or relating to or belonging to a nation or country']
1945	natt	a1	['the time after sunset and before sunrise while it is dark outside']
1946	nattlinne	b2	['lingerie consisting of a loose dress designed to be worn in bed by women']
1947	nattskjorta	b2	['nightclothes worn by men']
1948	natur	b2	['the essential qualities or characteristics by which something is recognized', 'the natural physical world including plants and animals and landscapes etc.', 'a causal agent creating and controlling things in the universe']
1949	nedgång	a2	['a change downward']
1950	negativ	c1	['reckoned in a direction opposite to that regarded as positive', 'not indicating the presence of microorganisms or disease or a specific condition']
1951	neka	c1	['refuse to grant, as of a petition or request']
1952	nere	c1	['being or moving lower in position or less in some value']
1953	nerv	b2	['any bundle of nerve fibers running to various organs and tissues of the body']
1954	nervös	a2	['unpredictably excitable (especially of horses)', 'of or relating to the nervous system']
1955	neutral	c1	['possessing no distinctive quality or characteristics']
1956	nicka	c1	['lower and raise the head, as to indicate assent or agreement or confirmation']
1957	nivå	c1	['an abstract place usually conceived as having depth', 'a relative position or degree of value in a graded group']
1958	njure	a2	['either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine']
1959	njuta	b2	['get pleasure from']
1960	nolla	b1	['a mathematical element that when added to another number yields the same number']
1961	nomad	b2	['a member of a people who have no permanent home but move about according to the seasons']
1962	nordlig	b2	['situated in or facing or moving toward or coming from the north']
1963	norm	c1	['a statistic describing the location of a distribution', 'a basis for comparison; a reference point against which other things can be evaluated', 'a standard or model or pattern regarded as typical']
1964	normal	b1	['conforming with or constituting a norm or standard or level or type or social norm; not abnormal']
1965	norr	b2	['the cardinal compass point that is at 0 or 360 degrees']
1966	nota	a2	['the bill in a restaurant']
1967	nu	a2	['at this time']
1968	nunna	c1	['a woman religious']
1969	nutid	b2	['the period of time that is happening now; any continuous stretch of time including the moment of speech']
1970	nuvarande	b2	['temporal sense; intermediate between past and future; now existing or happening or in consideration']
1971	ny	b1	['unfamiliar', 'not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered', 'unaffected by use or exposure']
1972	nyans	c1	['a subtle difference in meaning or opinion or attitude']
1973	nyckel	b2	"[""metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated""]"
1974	nyfiken	b2	"[""eager to investigate and learn or learn more (sometimes about others' concerns)""]"
1975	nyhet	b1	['a program devoted to current events, often using interviews and commentary', 'information about recent and important events', 'informal information of any kind that is not previously known to someone']
1976	nykomling	c1	['any new participant in some activity', 'a recent arrival']
1977	nysa	b1	"[""exhale spasmodically, as when an irritant entered one's nose""]"
1978	nytta	c1	['articles of commerce']
1979	nyttig	b2	['being of use or service']
1980	näktergal	b2	['European songbird noted for its melodious nocturnal song']
1981	nämna	b2	['make mention of']
1982	nära	b2	['not far distant in time or space or degree or circumstances']
1983	närstående	b1	['close in relevance or relationship']
1984	närvarande	b2	['being or existing in a specified place']
1985	närvaro	c1	['dignified manner or conduct', 'the state of being present; current existence']
1986	näsa	a2	['the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals']
1987	näsduk	b2	['a square piece of cloth used for wiping the eyes or nose or as a costume accessory', 'a soft thin (usually translucent) paper']
1988	nässla	c1	['any of numerous plants having stinging hairs that cause skin irritation on contact (especially of the genus Urtica or family Urticaceae)']
1989	nät	c1	['game equipment consisting of a strip of netting dividing the playing area in tennis or badminton']
1990	nätverk	c1	['(broadcasting) a communication system consisting of a group of broadcasting stations that all transmit the same programs', 'an interconnected system of things or people']
1991	nå	c1	['to extend as far as']
1992	nöd	c1	['a state of extreme poverty or destitution']
1993	nödfall	b2	['a sudden unforeseen crisis (usually involving danger) that requires immediate action']
1994	nödvändig	b1	['absolutely essential']
1995	nöjd	c1	['satisfied or showing satisfaction with things as they are', 'allayed']
1996	nöje	a1	['a fundamental feeling that is hard to define but that people desire to experience']
1997	nöt	b2	['usually large hard-shelled seed']
1998	oantastlig	c1	['incapable of being transgressed or dishonored']
1999	oavbruten	c1	['continuing in time or space without interruption; - James Jeans']
2000	oavgjord	a2	['the finish of a contest in which the score is tied and the winner is undecided']
2001	obegriplig	c1	['poorly articulated or enunciated, or drowned by noise']
2002	obehaglig	b2	['disagreeable to the senses, to the mind, or feelings']
2003	obehörig	c1	['not endowed with authority']
2004	obekväm	c1	['conducive to or feeling mental discomfort']
2005	obestämd	a2	['vague or not clearly defined or stated']
2006	obotlig	c1	['incapable of being cured']
2007	observatör	c1	['a person who becomes aware (of things or events) through the senses', 'an expert who observes and comments on something']
2008	ocean	c1	['a large body of water constituting a principal part of the hydrosphere']
2009	oekonomisk	c1	['tending to squander and waste']
2010	oemotståndlig	c1	['impossible to resist; overpowering']
2011	offentlig	c1	['not private; open to or concerning the people as a whole']
2012	offer	b1	['the act of killing (an animal or person) in order to propitiate a deity', 'someone injured or killed or captured or missing in a military engagement', 'an unfortunate person who suffers from some adverse circumstance']
2013	officiell	c1	['having official authority or sanction']
2014	ogift	a1	['not married or related to the unmarried state']
2015	ogilla	c1	['command against', 'have or feel a dislike or distaste for']
2016	ointressant	a2	['arousing no interest or attention or curiosity or excitement']
2017	ointresserad	b2	['not having or showing interest']
2018	okunnig	c1	['uneducated in general; lacking knowledge or sophistication']
2019	okunnighet	c1	['the lack of knowledge or education']
2020	olaglig	c1	['prohibited by law or by official or accepted rules', 'contrary to or forbidden by law']
2021	olik	b2	['marked by dissimilarity', 'not equal in amount']
2022	olja	b2	['any of a group of liquid edible fats that are obtained from plants', 'a slippery or viscous liquid or liquefiable substance not miscible with water']
2023	oljud	b2	['sound of any kind (especially unintelligible or dissonant sound)']
2024	olycka	c1	['an unfortunate mishap; especially one causing damage or injury', 'a serious accident (usually involving one or more vehicles)']
2025	olycklig	b2	['not favored by fortune; marked or accompanied by or resulting in ill fortune']
2026	ombud	b2	['a person who represents others']
2027	ombyggnad	b2	['building again']
2028	omdöme	c1	['the cognitive process of reaching a decision or drawing conclusions']
2029	omedveten	c1	"[""(often followed by `of') not aware""]"
2030	omfattning	c1	['the point or degree to which something extends']
2031	omgivning	c1	['a surrounding or nearby region']
2032	omsorg	c1	['a feeling of sympathy for someone or something']
2033	omsätta	b1	['move by turning over or rotating', 'cause to overturn from an upright or normal position']
2034	omväxling	b1	['noticeable heterogeneity']
2035	omättlig	b2	['impossible to satisfy']
2036	omöblerad	b2	['not equipped with what is needed especially furniture']
2037	omöjlig	c1	['not capable of occurring or being accomplished or dealt with']
2038	onödig	b2	['not necessary']
2039	oordning	b2	['a condition in which things are not in their expected places']
2040	opera	a1	['a building where musical dramas are performed', 'a drama set to music; consists of singing with orchestral accompaniment and an orchestral overture and interludes']
2041	operation	b1	['a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body', 'activity by a military or naval force (as a maneuver or campaign)']
2042	opersonlig	c1	['not relating to or responsive to individual persons']
2043	opinion	c1	['a belief or sentiment shared by most people; the voice of the people']
2044	opraktisk	b2	['not practical; not workable or not given to practical matters']
2045	optimism	b2	['a general disposition to expect the best in all things', 'the optimistic feeling that all is going to turn out well']
2046	optimist	b2	['a person disposed to take a favorable view of things']
2047	opålitlig	c1	['not worthy of reliance or trust']
2048	ord	c1	['a unit of language that native speakers can identify', 'a promise']
2049	ordbok	b2	['a reference book containing an alphabetical list of words with information about them']
2050	ordförande	b2	['the officer who presides at the meetings of an organization']
2051	ordna	b2	['put into a proper or systematic order']
2052	ordning	c1	['a condition of regular or proper arrangement']
2053	ordspråk	b2	['a condensed but memorable saying embodying some important fact of experience that is taken as true by many people']
2054	organ	b2	['a fully differentiated structural and functional unit in an animal that is specialized for some particular function']
2055	organisation	b2	['a group of people who work together']
2056	organisera	b2	['bring order and organization to']
2057	organisk	c1	['being or relating to or derived from or having properties characteristic of living organisms']
2058	orkester	a2	['a musical organization consisting of a group of instrumentalists including string players']
2059	orm	b2	['limbless scaly elongate reptile; some are venomous']
2060	oro	c1	['a strong feeling of anxiety']
2061	orolig	a2	['lacking a sense of security or affording no ease or reassurance']
2062	orätt	c1	['contrary to conscience or morality or law']
2063	orörlig	c1	['not capable of movement or of being moved']
2064	osanning	b1	['a false statement']
2065	osannolik	c1	['has little chance of being the case or coming about', 'not likely to be true or to occur or to have occurred']
2066	oskriven	b2	['based on custom rather than documentation; ; - J.L.T.C.Spence']
2067	oskuld	b2	['a person who has never had sex']
2068	oskyldig	c1	['free from evil or guilt', '(used of persons or behaviors) having no faults; sinless; - Sylvia Plath']
2069	ost	a2	['a solid food prepared from the pressed curd of milk']
2070	osynlig	c1	['not prominent or readily noticeable', 'impossible or nearly impossible to see; imperceptible by the eye']
2071	osäker	b2	['lacking self-confidence']
2072	otacksam	c1	['not feeling or showing gratitude; ; - Shakespeare']
2073	otrolig	c1	['beyond belief or understanding']
2074	otänkbar	b2	['incapable of being conceived or considered']
2075	otålig	c1	['restless or short-tempered under delay or opposition']
2076	ovan	c1	['not habituated to; unfamiliar with']
2077	ovanlighet	c1	['uncommonness by virtue of being unusual']
2078	overall	b1	['(usually plural) work clothing consisting of denim trousers (usually with a bib and shoulder straps)', 'a loose protective coverall or smock worn over ordinary clothing for dirty work']
2079	ovidkommande	c1	['having no bearing on or connection with the subject at issue']
2080	oväntad	c1	['not expected or anticipated']
2081	oändlig	c1	['having no limits or boundaries in time or space or extent or magnitude', 'of verbs; having neither person nor number nor mood (as a participle or gerund or infinitive)']
2082	oåtkomlig	c1	['capable of being reached only with great difficulty or not at all']
2083	packa	a1	['arrange in a container']
2084	padda	b2	['any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species']
2085	paj	c1	['dish baked in pastry-lined pan often with a pastry top']
2086	paket	a1	['a small package or bundle', 'a collection of things wrapped or boxed together']
2087	palats	b2	['official residence of an exalted person (as a sovereign)']
2088	pall	c1	['a simple seat without a back or arms']
2089	panik	b2	['an overwhelming feeling of fear and anxiety', 'sudden mass fear and anxiety over anticipated events']
2090	panna	c1	['cooking utensil consisting of a wide metal vessel', 'the part of the face above the eyes']
2091	pannkaka	a2	['a flat cake of thin batter fried on both sides on a griddle']
2092	papper	b2	['a material made of cellulose pulp derived mainly from wood or rags or certain grasses']
2093	par	c1	['two people considered as a unit', 'a pair who associate with one another']
2094	paragraf	c1	['one of several distinct subdivisions of a text intended to separate ideas; the beginning is usually marked by a new indented line']
2095	parallell	b2	['being everywhere equidistant and not intersecting']
2096	paraply	b2	['a lightweight handheld collapsible canopy']
2097	parentes	c1	"[""either of two punctuation marks (`<' or `>') used in computer programming and sometimes used to enclose textual material""]"
2098	parfym	c1	['a toiletry that emits and diffuses a fragrant odor']
2099	park	b2	['a piece of open land for recreational use in an urban area']
2100	parkera	a2	['maneuver a vehicle into a parking space']
2101	parlament	a2	['a legislative assembly in certain countries']
2102	parti	a2	['an organization to gain political power']
2103	partner	c1	['a person who is a member of a partnership']
2104	partnerskap	b2	['a contract between two or more persons who agree to pool talent and money and share profits or losses']
2105	pass	a2	['a document issued by a country to a citizen allowing that person to travel abroad and re-enter the home country']
2106	passa	c1	['be agreeable or acceptable', 'conform to some shape or size']
2107	passagerare	c1	['a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it']
2108	passande	b2	['marked by suitability or rightness or appropriateness']
2109	passera	c1	['travel past', 'go across or through']
2110	passion	c1	['a strong feeling or emotion']
2111	passiv	b1	['lacking in energy or will; - George Meredith']
2112	pastor	b2	['a person authorized to conduct religious worship']
2113	patent	c1	['a document granting an inventor sole rights to an invention', 'an official document granting a right or privilege']
2114	patient	c1	['a person who requires medical care']
2115	paus	a1	['temporary inactivity']
2116	pedagog	b1	['a specialist in the theory of education']
2117	pedagogisk	c1	['relating to the process of education']
2118	pekfinger	b2	['the finger next to the thumb']
2119	pelare	c1	['(architecture) a tall vertical cylindrical structure standing upright and used to support a structure']
2120	penna	c1	['a writing implement with a point from which ink flows', 'a thin cylindrical pointed writing implement; a rod of marking substance encased in wood', 'a portable enclosure in which babies may be left to play']
2121	pension	b1	['a regular payment to a person that is intended to allow them to subsist without working']
2122	pensionera	c1	"[""go into retirement; stop performing one's work or withdraw from one's position""]"
2123	pensionär	a1	['the beneficiary of a pension fund']
2124	peppar	b2	['climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam']
2125	perfekt	a2	['being complete of its kind and without defect or blemish']
2126	perifer	c1	['on or near an edge or constituting an outer boundary; the outer area']
2127	period	b1	['an amount of time', 'the interval taken to complete one cycle of a regularly repeating phenomenon']
2128	person	c1	['a human being']
2129	personal	b2	['personnel who assist their superior in carrying out an assigned task']
2130	personlig	c1	['concerning or affecting a particular person or his or her private life and personality']
2131	personlighet	b2	['the complex of all the attributes--behavioral, temperamental, emotional and mental--that characterize a unique individual']
2132	pessimist	b2	['a person who expects the worst']
2133	pessimistisk	b2	['expecting the worst possible outcome']
2134	piano	a1	['a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds']
2135	piga	c1	['a female domestic']
2136	pil	b2	['a projectile with a straight thin shaft and an arrowhead on one end and stabilizing vanes on the other; intended to be shot from a bow', 'a mark to indicate a direction or relation']
2137	pilot	b2	['someone who is licensed to operate an aircraft in flight']
2138	pinne	b2	['an implement consisting of a length of wood']
2139	pion	b1	['any of numerous plants widely cultivated for their showy single or double red or pink or white flowers']
2140	pionjär	b2	['someone who helps to open up a new line of research or technology or art']
2141	pipa	a2	['a tube through which a bullet travels when a gun is fired']
2142	piska	b2	['strike as if by whipping', 'an instrument with a handle and a flexible lash that is used for whipping']
2143	pizza	b1	['Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese']
2144	pizzeria	a2	['a shop where pizzas are made and sold']
2145	pjäs	b1	['a dramatic work intended for performance by actors on a stage']
2146	placera	c1	['put into a certain place or abstract location']
2147	plan	b2	['an arrangement scheme', 'a piece of land prepared for playing a game']
2148	planera	b2	['make plans for something']
2149	planet	b2	['(astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction']
2150	planlös	b2	['without apparent forethought or prompting or planning', 'lacking any definite plan or order or purpose; governed by or depending on chance']
2151	plantera	a2	['put or set (seeds, seedlings, or plants) into the ground']
2152	plast	b1	['generic name for certain synthetic or semisynthetic materials that can be molded or extruded into objects or films or filaments or used for making e.g. coatings and adhesives']
2153	plats	b1	['the context and environment in which something is set', 'a space reserved for sitting (as in a theater or on a train or airplane)', 'a point located with respect to surface features of some region']
2154	platt	b1	['horizontally level']
2155	plikt	c1	['work that you are obliged to perform for moral or legal reasons']
2156	plocka	a2	['look for and gather']
2157	plugghäst	a2	['an insignificant student who is ridiculed as being affected or boringly studious']
2158	plysch	b2	['a fabric with a nap that is longer and softer than velvet']
2159	pläd	b2	['a cloth having a crisscross design']
2160	plåster	a2	['adhesive tape used in dressing wounds']
2161	plötslig	b1	['happening without warning or in a short space of time']
2162	podium	c1	['a platform raised above the surrounding level to give prominence to the person on it']
2163	poesi	a1	['literature in metrical form']
2164	pojke	b2	['a youthful male person']
2165	pojkvän	a2	['a man who is the lover of a girl or young woman']
2166	pol	b1	"[""one of two antipodal points where the Earth's axis of rotation intersects the Earth's surface""]"
2167	polis	b1	['the force of policemen and officers', 'a member of a police force']
2168	politik	b2	['social relations involving intrigue to gain authority or power']
2169	politiker	b2	['a person active in party politics']
2170	politisk	b2	['involving or characteristic of politics or parties or politicians; - Daniel Goleman']
2171	pop	b2	"[""music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love""]"
2172	popularitet	b2	['the quality of being widely admired or accepted or sought after']
2173	populär	b1	['regarded with great favor, approval, or affection especially by the general public']
2174	portfölj	b2	['a case with a handle; for carrying papers or files or books']
2175	portion	a2	['an individual quantity of food or drink taken as part of a meal']
2176	porträtt	b1	"['any likeness of a person, in any medium', ""a word picture of a person's appearance and character""]"
2177	positiv	c1	['indicating existence or presence of a suspected condition or pathogen']
2178	possessiv	a2	['serving to express or indicate possession']
2179	post	a1	['the bags of letters and packages that are transported by the postal service']
2180	posta	b1	['cause to be directed or transmitted to another place']
2181	potatis	a2	['an edible tuber native to South America; a staple food of Ireland', 'annual native to South America having underground stolons bearing edible starchy tubers; widely cultivated as a garden vegetable; vines are poisonous']
2182	potential	b2	['the inherent capacity for coming into being']
2183	potentiell	c1	['existing in possibility']
2184	poäng	c1	['recognition by a college or university that a course of studies has been successfully completed; typically measured in semester hours', 'an isolated fact that is considered separately from the whole']
2185	praktisk	c1	['concerned with actual use or practice']
2186	prata	a1	['use language']
2187	pratsam	b2	['full of trivial conversation']
2188	praxis	c1	['a customary way of operation or behavior']
2189	precis	a2	['marked by strict and particular and complete accordance with fact', 'sharply exact or accurate or delimited']
2190	precision	c1	['the quality of being reproducible in amount or performance']
2191	predika	c1	['deliver a sermon']
2192	prefix	b2	['an affix that is added in front of the word']
2193	presentation	c1	['the act of making something publicly available; presenting news or other information by broadcasting or printing it']
2194	presentera	c1	['cause to come to know personally']
2195	president	b1	['the chief executive of a republic']
2196	pressa	b2	['squeeze or press together']
2197	prestation	b1	['the action of accomplishing something', 'the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it']
2198	primitiv	b2	['belonging to an early stage of technical development; characterized by simplicity and (often) crudeness']
2199	primär	c1	['a preliminary election where delegates or nominees are chosen', 'of first rank or importance or value; direct and immediate rather than secondary']
2200	princip	c1	['a basic truth or law or assumption', 'a rule or law concerning a natural phenomenon or the function of a complex system']
2201	prins	c1	['a male member of a royal family other than the sovereign (especially the son of a sovereign)']
2202	prinsessa	c1	['a female member of a royal family other than the queen (especially the daughter of a sovereign)']
2203	prinskorv	b2	['a small thin sausage']
2204	prioritera	c1	['assign a priority to']
2205	pris	a1	['something given as a token of victory', 'the property of having material worth (often indicated by the amount of money something would bring if sold)', 'value measured by what must be given or done or undergone to obtain something']
2206	privat	c1	['concerning things deeply private and personal']
2207	privatliv	b1	['the quality of being secluded from the presence or view of others']
2208	privilegium	b1	['a special advantage or immunity or benefit not enjoyed by all']
2209	problem	b2	['a source of difficulty', 'an event causing distress or pain']
2210	procent	a2	['a proportion in relation to a whole (which is usually the amount per hundred)']
2211	process	b1	['a particular course of action intended to achieve a result']
2212	producera	b2	['cultivate by growing, often involving improvements by means of agricultural techniques']
2213	produkt	c1	"['commodities offered for sale', 'a quantity obtained by multiplication', ""a consequence of someone's efforts or of a particular set of circumstances""]"
2214	produktion	b2	['the quantity of something (as a commodity) that is created (usually within a given period of time)']
2215	produktiv	b1	['having the ability to produce or originate']
2216	professionell	b1	['of or relating to a profession']
2217	professor	c1	['someone who is a member of the faculty at a college or university']
2218	professur	b1	['the position of professor']
2219	profil	c1	['an outline of something (especially a human face as seen from one side)']
2220	program	a2	['a series of steps to be carried out or goals to be accomplished', '(computer science) written programs or procedures or rules and associated documentation pertaining to the operation of a computer system and that are stored in read/write memory', '(computer science) a sequence of instructions that a computer can interpret and execute', 'a radio or television show', 'an announcement of the events that will occur as part of a theatrical or sporting event']
2221	programmerare	a1	['a person who designs and writes and tests computer programs']
2222	progressiv	b1	['favoring or promoting progress']
2223	projekt	b2	['any piece of work that is undertaken or attempted', 'a planned undertaking']
2224	pronomen	a2	['a function word that is used in place of a noun or noun phrase']
2225	propaganda	b1	['information that is spread for the purpose of promoting some cause']
2226	propeller	b1	['a mechanical device that rotates to push against air or water']
2227	prostitution	b1	['offering sexual intercourse for pay']
2228	protein	a2	['any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes']
2229	protest	b1	['the act of protesting; a public (often organized) manifestation of dissent']
2230	prov	b2	['the act of giving students or candidates a test (as by questions) to determine what they know or have learned', 'a small part of something intended as representative of the whole', 'a set of questions or exercises evaluating skill or knowledge']
2231	prova	b1	['take a sample of']
2232	provocera	c1	['call forth (emotions, feelings, and responses)']
2233	pruta	b2	['wrangle (over a price, terms of an agreement, etc.)']
2234	prydnad	b2	['something used to beautify']
2235	prärie	b2	['a treeless grassy plain']
2236	pröva	a2	['put on trial or hear a case and sit as the judge at the trial of']
2237	prövning	b2	['an annoying or frustrating or catastrophic event']
2238	psalm	c1	['any sacred song used to praise the deity']
2239	psykiatrisk	c1	['relating to or used in or engaged in the practice of psychiatry']
2240	psykisk	b2	['of or relating to the mind']
2241	psykoanalys	b2	['a set of techniques for exploring underlying motives and a method of treating various mental disorders; based on the theories of Sigmund Freud']
2242	psykolog	b2	['a scientist trained in psychology']
2243	psykologi	a1	['the science of mental life']
2244	psykopat	b1	"[""someone with a sociopathic personality; a person with an antisocial personality disorder (`psychopath' was once widely used but has now been superseded by `sociopath')""]"
2245	pub	a1	['tavern consisting of a building with a bar and public rooms; often provides light meals']
2246	pubertet	c1	['the time of life when sex glands become functional']
2247	publicera	c1	['prepare and issue for public distribution or sale']
2248	publicitet	b2	['the quality of being open to public view']
2249	publik	b1	['a gathering of spectators or listeners at a (usually public) performance']
2250	pump	b1	['a mechanical device that moves fluid or gas by pressure or suction']
2251	pumpa	b2	['raise (gases or fluids) with a pump', 'usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn', 'a coarse vine widely cultivated for its large pulpy round orange fruit with firm orange skin and numerous seeds; subspecies of Cucurbita pepo include the summer squashes and a few autumn squashes']
2252	punkt	c1	['a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations', 'a very small circular shape']
2253	punktering	b1	['a deflated pneumatic tire']
2254	punktlig	a2	['acting or arriving or performed exactly at the time appointed']
2255	pupill	c1	['the contractile aperture in the center of the iris of the eye; resembles a large black dot']
2256	pussa	a1	"[""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.""]"
2257	pussel	c1	['a game that tests your ingenuity']
2258	putsa	c1	['make (a surface) shine']
2259	pyramid	c1	['(stock market) a series of transactions in which the speculator increases his holdings by using the rising market value of those holdings as margin for further purchases', 'a polyhedron having a polygonal base and triangular sides with a common vertex']
2260	päls	b2	['the dressed hairy coat of a mammal']
2261	påbud	c1	['a legally binding command or decision entered on the court record (as if issued by a court or judge)']
2262	pålitlig	c1	['worthy of reliance or trust']
2263	påminna	c1	['assist (somebody acting or reciting) by suggesting the next words of something forgotten or imperfectly learned']
2264	påstående	b2	['a declaration that is made emphatically (as if no supporting evidence were necessary)', 'an assertion that something is true or factual', 'the act of affirming or asserting or stating something']
2265	påträngande	c1	['aggressively self-assured']
2266	påverka	c1	['have an effect upon']
2267	påverkan	c1	['the effect of one thing (or person) on another']
2268	rabatt	a1	['the act of reducing the selling price of merchandise']
2269	rad	c1	['a line of persons or things ranged one behind the other', 'a formation of people or things one behind another', 'an arrangement of objects or people side by side in a line']
2270	radikal	c1	['a person who has radical ideas or opinions']
2271	radio	b2	['a communication system based on broadcasting electromagnetic waves', 'an electronic receiver that detects and demodulates and amplifies transmitted signals']
2272	radioaktiv	b2	['exhibiting or caused by radioactivity']
2273	radium	b2	['an intensely radioactive metallic element that occurs in minute amounts in uranium ores']
2274	rak	a1	['characterized by honesty and fairness']
2275	raket	b1	['any vehicle self-propelled by a rocket engine']
2276	rapa	a2	['expel gas from the stomach']
2277	rapport	c1	['a written document describing the findings of some individual or group']
2278	ras	b1	['people who are believed to belong to the same genetic stock']
2279	rasera	c1	['tear down so as to make flat with the ground']
2280	ratificera	b1	['approve and express assent, responsibility, or obligation']
2281	rea	a1	['an occasion (usually brief) for buying at specially reduced prices']
2282	reaktion	b2	"[""a response that reveals a person's feelings or attitude"", '(mechanics) the equal and opposite force that is produced when any force is applied to a body', '(chemistry) a process in which one or more substances are changed into others']"
2283	realistisk	b1	['aware or expressing awareness of things as they really are', 'of or relating to the philosophical doctrine of realism']
2284	rebell	b1	['a person who takes part in an armed rebellion against the constituted authority (especially in the hope of improving conditions)', 'someone who exhibits great independence in thought and action']
2285	recension	c1	['an essay or article that gives a critical evaluation (as of a book or play)']
2286	recept	b1	['a drug that is available only with written instructions from a doctor or dentist to a pharmacist']
2287	redig	b2	['lacking patterns especially in color', 'not elaborate or elaborated; simple']
2288	redogörelse	c1	['a short account of the news', 'a statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.']
2289	referat	c1	['a summary at the end that repeats the substance of a longer discussion']
2290	referens	b2	['a short note recognizing a source of information or of a quoted passage']
2291	referera	c1	['make reference to']
2292	reflektera	c1	['reflect deeply on a subject', 'be bright by reflecting or casting light']
2293	reform	a2	['a change for the better as a result of correcting abuses']
2294	regel	c1	['something regarded as a normative example', 'a principle or condition that customarily governs behavior', 'directions that define the way a game or sport is to be conducted']
2295	regera	b1	['exercise authority over; as of nations']
2296	regering	b1	['the organization that is the governing authority of a political unit']
2297	region	c1	['a large indefinite location on the surface of the Earth']
2298	regional	b2	['characteristic of a region']
2299	registrera	c1	['enroll to vote', 'register formally as a participant or member']
2300	regn	b1	['water falling in drops from vapor condensed in the atmosphere']
2301	regna	a1	['precipitate as rain']
2302	rehabilitering	b1	['the treatment of physical disabilities by massage and electrotherapy and exercises']
2303	reklam	b1	['the business of drawing public attention to goods and services', 'a message issued in behalf of some product or cause or idea or person or institution', 'a public promotion of some product or service']
2304	rekommendation	b1	['something that recommends (or expresses commendation of) a person or thing as worthy or desirable']
2305	rekommendera	c1	['express a good opinion of']
2306	rekord	b2	['an extreme attainment; the best (or worst) performance ever attested (as in a sport)']
2307	rekreation	c1	['activity that refreshes and recreates; activity that renews your health and spirits by enjoyment and relaxation', 'an activity that diverts or amuses or stimulates']
2308	relatera	b2	['make a logical or causal connection']
2309	relation	c1	['a state of connectedness between people (especially an emotional connection)']
2310	relativ	b2	['estimated by comparison; not absolute or complete']
2311	relevans	c1	['the relation of something to the matter at hand']
2312	relevant	b2	['having a bearing on or connection with the subject at issue']
2313	religiös	b2	['having or showing belief in and reverence for a deity']
2314	ren	b2	['free from dirt or impurities; or having clean habits', 'free of extraneous elements of any kind']
2315	repetition	a2	['a practice session in preparation for a public performance (as of a play or speech or concert)']
2316	reporter	c1	['a person who investigates and reports or edits news stories']
2317	representativ	b1	['standing for something else']
2318	representera	a2	['take the place of or be parallel or equivalent to']
2319	reproducera	b1	['make a copy or equivalent of']
